Country/Region,Year-Month,Confirmed,Deaths,Recovered
Cabo Verde,2020-02-01,0,0,0
Cabo Verde,2020-03-01,49,8,0
Cabo Verde,2020-04-01,1423,30,30
Cabo Verde,2020-05-01,9336,83,2731
Cabo Verde,2020-06-01,23482,218,11083
Cabo Verde,2020-07-01,58038,606,31237
Cabo Verde,2020-08-01,98700,1042,72642
Cabo Verde,2020-09-01,148629,1446,130031
Cabo Verde,2020-10-01,232518,2518,201618
Cabo Verde,2020-11-01,295451,3052,275934
Cabo Verde,2020-12-01,353444,3415,342166
Cabo Verde,2021-01-01,399245,3719,378524
Cabo Verde,2021-02-01,412799,3918,396476
Cabo Verde,2021-03-01,504501,4892,481448
Cabo Verde,2021-04-01,604208,5685,539141
Cabo Verde,2021-05-01,860060,7604,772500
Cabo Verde,2021-06-01,950605,8300,915034
Cabo Verde,2021-07-01,1029303,9087,1003352
Cabo Verde,2021-08-01,1068665,9353,132405
Cabo Verde,2021-09-01,1101939,9759,0
Cabo Verde,2021-10-01,909933,8299,0
Cambodia,2020-01-01,5,0,0
Cambodia,2020-02-01,29,0,18
Cambodia,2020-03-01,1225,0,136
Cambodia,2020-04-01,3583,0,2586
Cambodia,2020-05-01,3804,0,3760
Cambodia,2020-06-01,3885,0,3772
Cambodia,2020-07-01,5473,0,4267
Cambodia,2020-08-01,8173,0,7347
Cambodia,2020-09-01,8247,0,8202
Cambodia,2020-10-01,8809,0,8655
Cambodia,2020-11-01,9085,0,8745
Cambodia,2020-12-01,11076,0,10225
Cambodia,2021-01-01,13195,0,12104
Cambodia,2021-02-01,15201,0,13016
Cambodia,2021-03-01,46744,93,24993
Cambodia,2021-04-01,189155,1337,78417
Cambodia,2021-05-01,687710,4672,397275
Cambodia,2021-06-01,1204307,11411,1017283
Cambodia,2021-07-01,2015636,32097,1772767
Cambodia,2021-08-01,2662445,52331,287219
Cambodia,2021-09-01,3062547,62686,0
Cambodia,2021-10-01,2770639,61260,0
Cameroon,2020-01-01,0,0,0
Cameroon,2020-02-01,0,0,0
Cameroon,2020-03-01,1067,24,23
Cameroon,2020-04-01,30497,825,9186
Cameroon,2020-05-01,109504,4122,51653
Cameroon,2020-06-01,295083,7717,193759
Cameroon,2020-07-01,477610,11230,394819
Cameroon,2020-08-01,570225,12455,501215
Cameroon,2020-09-01,606411,12476,565958
Cameroon,2020-10-01,662489,13121,620832
Cameroon,2020-11-01,690210,12999,650791
Cameroon,2020-12-01,788845,13797,739138
Cameroon,2021-01-01,867295,14075,813812
Cameroon,2021-02-01,910920,13941,844795
Cameroon,2021-03-01,1255724,18896,1067447
Cameroon,2021-04-01,1886280,28022,1057830
Cameroon,2021-05-01,2352287,36756,1093091
Cameroon,2021-06-01,2399758,39147,1057830
Cameroon,2021-07-01,2521936,41178,1093091
Cameroon,2021-08-01,2558000,41510,141044
Cameroon,2021-09-01,2559342,41068,0
Cameroon,2021-10-01,2321454,36814,0
Canada,2020-01-01,12,0,0
Canada,2020-02-01,239,0,45
Canada,2020-03-01,58816,777,3906
Canada,2020-04-01,977776,54153,296982
Canada,2020-05-01,2392456,198652,1147850
Canada,2020-06-01,3015280,254102,1822913
Canada,2020-07-01,3460240,276342,2656592
Canada,2020-08-01,3850908,282360,3403493
Canada,2020-09-01,4305850,278084,3744866
Canada,2020-10-01,6164000,305041,5154442
Canada,2020-11-01,9177084,335239,7405385
Canada,2020-12-01,15106668,432388,12349823
Canada,2021-01-01,21720226,556738,18930235
Canada,2021-02-01,23279070,594373,21621358
Canada,2021-03-01,28662993,698017,26916432
Canada,2021-04-01,33268715,706440,30332375
Canada,2021-05-01,41170719,772816,38447679
Canada,2021-06-01,42325521,779118,41050156
Canada,2021-07-01,44341945,820646,43343765
Canada,2021-08-01,45460736,829575,5620071
Canada,2021-09-01,47080125,821827,0
Canada,2021-10-01,40196506,681411,0
Central African Republic,2020-01-01,0,0,0
Central African Republic,2020-02-01,0,0,0
Central African Republic,2020-03-01,41,0,0
Central African Republic,2020-04-01,444,0,131
Central African Republic,2020-05-01,11339,10,463
Central African Republic,2020-06-01,70765,559,10142
Central African Republic,2020-07-01,134487,1677,38882
Central African Republic,2020-08-01,144485,1874,53571
Central African Republic,2020-09-01,143052,1860,54869
Central African Republic,2020-10-01,150498,1922,59554
Central African Republic,2020-11-01,146812,1877,57720
Central African Republic,2020-12-01,153026,1953,59644
Central African Republic,2021-01-01,154155,1953,133669
Central African Republic,2021-02-01,139885,1764,137176
Central African Republic,2021-03-01,156694,1973,152924
Central African Republic,2021-04-01,173004,2341,152196
Central African Republic,2021-05-01,212320,2931,172837
Central African Republic,2021-06-01,213344,2940,205770
Central African Republic,2021-07-01,221470,3038,212629
Central African Republic,2021-08-01,311854,3057,27436
Central African Republic,2021-09-01,339724,3000,0
Central African Republic,2021-10-01,274491,2400,0
Chad,2020-01-01,0,0,0
Chad,2020-02-01,0,0,0
Chad,2020-03-01,35,0,0
Chad,2020-04-01,797,9,200
Chad,2020-05-01,14051,1345,5006
Chad,2020-06-01,25427,2155,21365
Chad,2020-07-01,27639,2314,24737
Chad,2020-08-01,29949,2358,26533
Chad,2020-09-01,33155,2417,28634
Chad,2020-10-01,41806,2862,36323
Chad,2020-11-01,47873,3002,42993
Chad,2020-12-01,57171,3173,50071
Chad,2021-01-01,86880,3440,64799
Chad,2021-02-01,102859,3632,86803
Chad,2021-03-01,133784,4730,119283
Chad,2021-04-01,140453,5029,129391
Chad,2021-05-01,151708,5333,144673
Chad,2021-06-01,148325,5217,142913
Chad,2021-07-01,153782,5394,148149
Chad,2021-08-01,154463,5394,19176
Chad,2021-09-01,150546,5220,0
Chad,2021-10-01,121435,4176,0
Chile,2020-01-01,0,0,0
Chile,2020-02-01,14,0,0
Chile,2020-03-01,18796,50,580
Chile,2020-04-01,285413,3274,107500
Chile,2020-05-01,1763115,15833,642471
Chile,2020-06-01,6291295,101418,4792545
Chile,2020-07-01,9987599,239257,9051341
Chile,2020-08-01,11936049,323785,11106253
Chile,2020-09-01,13147124,361583,12338711
Chile,2020-10-01,15134758,419247,14311907
Chile,2020-11-01,15945192,444645,15219199
Chile,2020-12-01,17938094,495826,17071958
Chile,2021-01-01,20661911,540938,19397898
Chile,2021-02-01,21754084,546762,20571214
Chile,2021-03-01,28062147,676397,26335365
Chile,2021-04-01,33124646,744626,31069764
Chile,2021-05-01,39934689,862376,37857012
Chile,2021-06-01,44517883,928910,42365756
Chile,2021-07-01,49388121,1060535,47846581
Chile,2021-08-01,50497566,1126688,6294348
Chile,2021-09-01,49380560,1117971,0
Chile,2021-10-01,39985292,901986,0
China,2020-01-01,38008,889,810
China,2020-02-01,1633361,46417,377072
China,2020-03-01,2515426,98488,2008095
China,2020-04-01,2500143,118290,2333022
China,2020-05-01,2605281,143763,2454360
China,2020-06-01,2532679,139165,2384997
China,2020-07-01,2654943,144036,2482457
China,2020-08-01,2764441,145664,2573031
China,2020-09-01,2707451,142035,2553294
China,2020-10-01,2818977,146909,2659413
China,2020-11-01,2758806,142247,2597861
China,2020-12-01,2931959,147516,2739565
China,2021-01-01,3035071,148739,2826536
China,2021-02-01,2816372,135193,2648290
China,2021-03-01,3143003,150007,2979371
China,2021-04-01,3064656,145309,2905473
China,2021-05-01,3185253,150226,3022638
China,2021-06-01,3102825,145383,2941745
China,2021-07-01,3233295,150287,3061784
China,2021-08-01,3297532,150288,396737
China,2021-09-01,3232347,145458,0
China,2021-10-01,2611709,116376,0
Colombia,2020-01-01,0,0,0
Colombia,2020-02-01,0,0,0
Colombia,2020-03-01,6190,68,109
Colombia,2020-04-01,101704,4249,17078
Colombia,2020-05-01,492214,17976,118612
Colombia,2020-06-01,1745908,57268,669011
Colombia,2020-07-01,5680255,195663,2606920
Colombia,2020-08-01,14415644,466528,9188505
Colombia,2020-09-01,21951355,697511,18153031
Colombia,2020-10-01,29377177,888821,26172619
Colombia,2020-11-01,35993382,1023710,32938033
Colombia,2020-12-01,45578807,1233616,41790357
Colombia,2021-01-01,58374546,1501117,53289554
Colombia,2021-02-01,61356188,1608609,58113695
Colombia,2021-03-01,71861747,1906300,68607821
Colombia,2021-04-01,78567887,2035213,73679539
Colombia,2021-05-01,96787228,2520736,90648296
Colombia,2021-06-01,114783882,2925521,106646430
Colombia,2021-07-01,141879726,3558500,133982470
Colombia,2021-08-01,150806745,3824385,18407423
Colombia,2021-09-01,148051211,3771875,0
Colombia,2021-10-01,119414513,3040855,0
Comoros,2020-01-01,0,0,0
Comoros,2020-02-01,0,0,0
Comoros,2020-03-01,0,0,0
Comoros,2020-04-01,1,0,0
Comoros,2020-05-01,1116,31,257
Comoros,2020-06-01,5961,117,3403
Comoros,2020-07-01,10233,217,9131
Comoros,2020-08-01,12580,217,11682
Comoros,2020-09-01,13863,210,13041
Comoros,2020-10-01,15608,217,14969
Comoros,2020-11-01,17436,210,16514
Comoros,2020-12-01,20497,224,19119
Comoros,2021-01-01,51485,1390,34214
Comoros,2021-02-01,92325,3556,76904
Comoros,2021-03-01,112884,4517,106940
Comoros,2021-04-01,113736,4380,107960
Comoros,2021-05-01,119742,4526,114633
Comoros,2021-06-01,117038,4380,112190
Comoros,2021-07-01,123897,4542,118287
Comoros,2021-08-01,125299,4557,15480
Comoros,2021-09-01,123082,4410,0
Comoros,2021-10-01,100183,3528,0
Congo (Brazzaville),2020-01-01,0,0,0
Congo (Brazzaville),2020-02-01,0,0,0
Congo (Brazzaville),2020-03-01,97,0,0
Congo (Brazzaville),2020-04-01,3419,157,296
Congo (Brazzaville),2020-05-01,12105,427,2852
Congo (Brazzaville),2020-06-01,25460,832,9695
Congo (Brazzaville),2020-07-01,73328,1496,19605
Congo (Brazzaville),2020-08-01,116513,2109,49431
Congo (Brazzaville),2020-09-01,146292,2774,103740
Congo (Brazzaville),2020-10-01,159997,2818,120497
Congo (Brazzaville),2020-11-01,165519,2776,125418
Congo (Brazzaville),2020-12-01,193968,3090,159701
Congo (Brazzaville),2021-01-01,232416,3495,181226
Congo (Brazzaville),2021-02-01,234475,3455,184802
Congo (Brazzaville),2021-03-01,290998,4102,235812
Congo (Brazzaville),2021-04-01,304069,4164,246240
Congo (Brazzaville),2021-05-01,351410,4623,254448
Congo (Brazzaville),2021-06-01,365677,4798,332105
Congo (Brazzaville),2021-07-01,400907,5316,363661
Congo (Brazzaville),2021-08-01,414574,5565,49684
Congo (Brazzaville),2021-09-01,414473,5578,0
Congo (Brazzaville),2021-10-01,366750,5190,0
Congo (Kinshasa),2020-01-01,0,0,0
Congo (Kinshasa),2020-02-01,0,0,0
Congo (Kinshasa),2020-03-01,642,41,10
Congo (Kinshasa),2020-04-01,8639,659,789
Congo (Kinshasa),2020-05-01,48228,1628,7137
Congo (Kinshasa),2020-06-01,152518,3414,21195
Congo (Kinshasa),2020-07-01,253461,5994,131200
Congo (Kinshasa),2020-08-01,298422,7344,264017
Congo (Kinshasa),2020-09-01,312145,7969,293014
Congo (Kinshasa),2020-10-01,340349,9000,320572
Congo (Kinshasa),2020-11-01,357658,9653,333785
Congo (Kinshasa),2020-12-01,465473,12964,403464
Congo (Kinshasa),2021-01-01,633392,19582,459625
Congo (Kinshasa),2021-02-01,682090,19347,442729
Congo (Kinshasa),2021-03-01,841033,22362,726530
Congo (Kinshasa),2021-04-01,867489,22475,777262
Congo (Kinshasa),2021-05-01,950208,24046,834012
Congo (Kinshasa),2021-06-01,1086248,25599,837478
Congo (Kinshasa),2021-07-01,1412151,30804,898749
Congo (Kinshasa),2021-08-01,1641310,32567,120074
Congo (Kinshasa),2021-09-01,1685143,32089,0
Congo (Kinshasa),2021-10-01,1373224,26111,0
Costa Rica,2020-01-01,0,0,0
Costa Rica,2020-02-01,0,0,0
Costa Rica,2020-03-01,2987,24,29
Costa Rica,2020-04-01,17866,122,3490
Costa Rica,2020-05-01,26697,260,16677
Costa Rica,2020-06-01,58319,356,27768
Costa Rica,2020-07-01,309536,1823,85332
Costa Rica,2020-08-01,890542,9155,301277
Costa Rica,2020-09-01,1771225,19556,687362
Costa Rica,2020-10-01,2901099,35904,1745670
Costa Rica,2020-11-01,3734891,46733,2295379
Costa Rica,2020-12-01,4796194,60628,3605171
Costa Rica,2021-01-01,5681017,74860,4396680
Costa Rica,2021-02-01,5594208,76359,4604813
Costa Rica,2021-03-01,6522718,89213,5862223
Costa Rica,2021-04-01,6872891,92092,5910877
Costa Rica,2021-05-01,8848736,111862,6907524
Costa Rica,2021-06-01,10358999,131892,8028833
Costa Rica,2021-07-01,12039607,150453,9688862
Costa Rica,2021-08-01,13432741,162926,1328154
Costa Rica,2021-09-01,14994975,177372,0
Costa Rica,2021-10-01,13125600,160915,0
Cote d'Ivoire,2020-01-01,0,0,0
Cote d'Ivoire,2020-02-01,0,0,0
Cote d'Ivoire,2020-03-01,1051,3,38
Cote d'Ivoire,2020-04-01,20934,226,6330
Cote d'Ivoire,2020-05-01,63068,772,30636
Cote d'Ivoire,2020-06-01,176994,1443,79527
Cote d'Ivoire,2020-07-01,412566,2672,236755
Cote d'Ivoire,2020-08-01,528765,3376,437393
Cote d'Ivoire,2020-09-01,571474,3584,546261
Cote d'Ivoire,2020-10-01,627301,3753,616756
Cote d'Ivoire,2020-11-01,629774,3849,619828
Cote d'Ivoire,2020-12-01,675687,4133,663408
Cote d'Ivoire,2021-01-01,777836,4420,730227
Cote d'Ivoire,2021-02-01,865141,4903,820595
Cote d'Ivoire,2021-03-01,1189745,6664,1091641
Cote d'Ivoire,2021-04-01,1360270,8085,1329741
Cote d'Ivoire,2021-05-01,1446952,9158,1429537
Cote d'Ivoire,2021-06-01,1434603,9229,1418775
Cote d'Ivoire,2021-07-01,1522898,9934,1501320
Cote d'Ivoire,2021-08-01,1632109,11559,198045
Cote d'Ivoire,2021-09-01,1752147,16115,0
Cote d'Ivoire,2021-10-01,1459999,16021,0
Croatia,2020-01-01,0,0,0
Croatia,2020-02-01,18,0,0
Croatia,2020-03-01,6404,36,355
Croatia,2020-04-01,49646,1043,17337
Croatia,2020-05-01,68134,2877,57173
Croatia,2020-06-01,70331,3178,63977
Croatia,2020-07-01,124811,3808,91096
Croatia,2020-08-01,217353,5123,168878
Croatia,2020-09-01,415353,6960,346166
Croatia,2020-10-01,831572,11578,638991
Croatia,2020-11-01,2599232,33031,2038035
Croatia,2020-12-01,5539120,89251,4861455
Croatia,2021-01-01,6921173,141227,6639101
Croatia,2021-02-01,6657593,148719,6437203
Croatia,2021-03-01,7881286,177184,7522695
Croatia,2021-04-01,9063636,194602,8450188
Croatia,2021-05-01,10797806,237698,10347060
Croatia,2021-06-01,10757171,244260,10483565
Croatia,2021-07-01,11206532,255271,10928212
Croatia,2021-08-01,11404200,257011,1418311
Croatia,2021-09-01,11648531,254288,0
Croatia,2021-10-01,10132974,211798,0
Cuba,2020-01-01,0,0,0
Cuba,2020-02-01,0,0,0
Cuba,2020-03-01,1020,28,27
Cuba,2020-04-01,25438,862,6691
Cuba,2020-05-01,56950,2389,42619
Cuba,2020-06-01,67429,2527,59906
Cuba,2020-07-01,75857,2687,70952
Cuba,2020-08-01,102621,2767,85293
Cuba,2020-09-01,145208,3300,123789
Cuba,2020-10-01,192396,3876,175254
Cuba,2020-11-01,228288,3933,210465
Cuba,2020-12-01,305830,4283,271429
Cuba,2021-01-01,554408,5331,437951
Cuba,2021-02-01,1088096,7503,938807
Cuba,2021-03-01,1949383,11676,1812130
Cuba,2021-04-01,2738557,15307,2568932
Cuba,2021-05-01,3862052,24979,3640263
Cuba,2021-06-01,4888291,33455,4608402
Cuba,2021-07-01,8526080,58063,7430546
Cuba,2021-08-01,16366844,126410,1442775
Cuba,2021-09-01,23157467,194918,0
Cuba,2021-10-01,22103200,189562,0
Cyprus,2020-01-01,0,0,0
Cyprus,2020-02-01,0,0,0
Cyprus,2020-03-01,1826,32,106
Cyprus,2020-04-01,19243,344,2553
Cyprus,2020-05-01,28113,504,15455
Cyprus,2020-06-01,29312,546,24396
Cyprus,2020-07-01,31890,589,26152
Cyprus,2020-08-01,41002,621,27569
Cyprus,2020-09-01,47076,646,38441
Cyprus,2020-10-01,79706,753,47593
Cyprus,2020-11-01,216721,1096,59344
Cyprus,2020-12-01,492240,2595,63767
Cyprus,2021-01-01,878272,5081,63767
Cyprus,2021-02-01,923859,6171,57596
Cyprus,2021-03-01,1260010,7475,63767
Cyprus,2021-04-01,1665592,8462,873609
Cyprus,2021-05-01,2210458,10630,1210891
Cyprus,2021-06-01,2237398,11131,1171830
Cyprus,2021-07-01,2786245,12079,1210891
Cyprus,2021-08-01,3417317,14448,156244
Cyprus,2021-09-01,3545967,16156,0
Cyprus,2021-10-01,2918391,13450,0
Czechia,2020-01-01,0,0,0
Czechia,2020-02-01,0,0,0
Czechia,2020-03-01,25984,110,167
Czechia,2020-04-01,184001,4582,36091
Czechia,2020-05-01,262979,9018,162452
Czechia,2020-06-01,307889,10017,218370
Czechia,2020-07-01,430742,11146,279968
Czechia,2020-08-01,628547,12429,450813
Czechia,2020-09-01,1304611,14972,717412
Czechia,2020-10-01,5443207,47264,2314286
Czechia,2020-11-01,13617115,183953,9757000
Czechia,2020-12-01,18743896,307408,16098379
Czechia,2021-01-01,26959120,436680,22604594
Czechia,2021-02-01,30777715,512288,27210994
Czechia,2021-03-01,43611257,731177,37625977
Czechia,2021-04-01,47718289,843904,44302838
Czechia,2021-05-01,51169649,924449,49354055
Czechia,2021-06-01,49954479,907007,48898850
Czechia,2021-07-01,51784975,940442,50769608
Czechia,2021-08-01,51968562,941777,6563806
Czechia,2021-09-01,50545691,912799,0
Czechia,2021-10-01,40929991,732636,0
Denmark,2020-01-01,0,0,0
Denmark,2020-02-01,5,0,0
Denmark,2020-03-01,32722,542,482
Denmark,2020-04-01,203547,9093,106039
Denmark,2020-05-01,338822,16639,280840
Denmark,2020-06-01,373368,17867,338687
Denmark,2020-07-01,414692,18918,383190
Denmark,2020-08-01,490789,19230,429808
Denmark,2020-09-01,658184,19065,528592
Denmark,2020-10-01,1116242,21144,889341
Denmark,2020-11-01,1916850,23058,1470593
Denmark,2020-12-01,3767540,31323,2754157
Denmark,2021-01-01,5785270,54016,5106895
Denmark,2021-02-01,5754590,63855,5511923
Denmark,2021-03-01,6880888,74220,6551077
Denmark,2021-04-01,7249735,73605,6901738
Denmark,2021-05-01,8280233,77600,7825331
Denmark,2021-06-01,8713510,75802,8406806
Denmark,2021-07-01,9466478,78801,9122459
Denmark,2021-08-01,10322244,79476,1224621
Denmark,2021-09-01,10640921,78618,0
Denmark,2021-10-01,8835555,64300,0
Diamond Princess,2020-01-01,0,0,0
Diamond Princess,2020-02-01,10076,35,44
Diamond Princess,2020-03-01,21968,234,8987
Diamond Princess,2020-04-01,21360,361,18977
Diamond Princess,2020-05-01,22072,403,20127
Diamond Princess,2020-06-01,21360,390,19530
Diamond Princess,2020-07-01,22072,403,20181
Diamond Princess,2020-08-01,22072,403,20181
Diamond Princess,2020-09-01,21360,390,19530
Diamond Princess,2020-10-01,22072,403,20357
Diamond Princess,2020-11-01,21360,390,19770
Diamond Princess,2020-12-01,22072,403,21589
Diamond Princess,2021-01-01,22072,403,21669
Diamond Princess,2021-02-01,19936,364,19572
Diamond Princess,2021-03-01,22072,403,21669
Diamond Princess,2021-04-01,21360,390,20970
Diamond Princess,2021-05-01,22072,403,21669
Diamond Princess,2021-06-01,21360,390,20970
Diamond Princess,2021-07-01,22072,403,21669
Diamond Princess,2021-08-01,22072,403,2796
Diamond Princess,2021-09-01,21360,390,0
Diamond Princess,2021-10-01,17088,312,0
Djibouti,2020-01-01,0,0,0
Djibouti,2020-02-01,0,0,0
Djibouti,2020-03-01,125,0,0
Djibouti,2020-04-01,16283,41,4672
Djibouti,2020-05-01,54254,244,29946
Djibouti,2020-06-01,132173,1210,92109
Djibouti,2020-07-01,153695,1748,148405
Djibouti,2020-08-01,165639,1839,160611
Djibouti,2020-09-01,161960,1825,159982
Djibouti,2020-10-01,169641,1891,166740
Djibouti,2020-11-01,169185,1830,165766
Djibouti,2020-12-01,178378,1891,174932
Djibouti,2021-01-01,182684,1898,179955
Djibouti,2021-02-01,167737,1764,164228
Djibouti,2021-03-01,203948,1986,187913
Djibouti,2021-04-01,300878,3281,261798
Djibouti,2021-05-01,353511,4669,346894
Djibouti,2021-06-01,347336,4632,342362
Djibouti,2021-07-01,360339,4807,355268
Djibouti,2021-08-01,362283,4848,45963
Djibouti,2021-09-01,361063,4773,0
Djibouti,2021-10-01,317974,4240,0
Dominica,2020-01-01,0,0,0
Dominica,2020-02-01,0,0,0
Dominica,2020-03-01,79,0,0
Dominica,2020-04-01,460,0,200
Dominica,2020-05-01,496,0,467
Dominica,2020-06-01,538,0,506
Dominica,2020-07-01,558,0,558
Dominica,2020-08-01,576,0,558
Dominica,2020-09-01,718,0,564
Dominica,2020-10-01,1061,0,833
Dominica,2020-11-01,2033,0,1366
Dominica,2020-12-01,2696,0,2426
Dominica,2021-01-01,3325,0,3070
Dominica,2021-02-01,3612,0,3264
Dominica,2021-03-01,4761,0,4363
Dominica,2021-04-01,5029,0,4878
Dominica,2021-05-01,5575,0,5455
Dominica,2021-06-01,5699,0,5655
Dominica,2021-07-01,6267,0,6027
Dominica,2021-08-01,25752,22,836
Dominica,2021-09-01,77990,264,0
Dominica,2021-10-01,97705,634,0
Dominican Republic,2020-01-01,0,0,0
Dominican Republic,2020-02-01,0,0,0
Dominican Republic,2020-03-01,6140,220,27
Dominican Republic,2020-04-01,115932,5552,11513
Dominican Republic,2020-05-01,376401,12982,160836
Dominican Republic,2020-06-01,721962,18404,418221
Dominican Republic,2020-07-01,1543434,29158,758649
Dominican Republic,2020-08-01,2630788,44550,1623317
Dominican Republic,2020-09-01,3143556,59230,2356696
Dominican Republic,2020-10-01,3727191,67808,3006958
Dominican Republic,2020-11-01,4036491,68649,3307677
Dominican Republic,2020-12-01,4864830,73568,3791590
Dominican Republic,2021-01-01,5941766,76846,4423371
Dominican Republic,2021-02-01,6413645,82092,4936155
Dominican Republic,2021-03-01,7652946,100163,6293163
Dominican Republic,2021-04-01,7794798,102213,6546649
Dominican Republic,2021-05-01,8615151,110656,7251641
Dominican Republic,2021-06-01,9329866,111722,7619589
Dominican Republic,2021-07-01,10403589,121075,8833084
Dominican Republic,2021-08-01,10736806,123548,1297268
Dominican Republic,2021-09-01,10631489,120714,0
Dominican Republic,2021-10-01,8820071,97826,0
Ecuador,2020-01-01,0,0,0
Ecuador,2020-02-01,0,0,0
Ecuador,2020-03-01,16469,423,84
Ecuador,2020-04-01,321161,12586,23439
Ecuador,2020-05-01,1029314,76863,210913
Ecuador,2020-06-01,1429745,118831,702114
Ecuador,2020-07-01,2217004,160481,978383
Ecuador,2020-08-01,3121790,189640,2521381
Ecuador,2020-09-01,3678159,304684,3008490
Ecuador,2020-10-01,4714534,379203,4009025
Ecuador,2020-11-01,5411330,390757,4740172
Ecuador,2020-12-01,6306084,430061,5504187
Ecuador,2021-01-01,7125483,445664,6083704
Ecuador,2021-02-01,7472445,428747,6333926
Ecuador,2021-03-01,9480656,505563,8151264
Ecuador,2021-04-01,10654344,527926,9029273
Ecuador,2021-05-01,12663896,609921,10810662
Ecuador,2021-06-01,13253199,633587,12095561
Ecuador,2021-07-01,14671149,785847,13557665
Ecuador,2021-08-01,15331180,989695,1775520
Ecuador,2021-09-01,15172032,975830,0
Ecuador,2021-10-01,12296473,788764,0
Egypt,2020-01-01,0,0,0
Egypt,2020-02-01,16,0,2
Egypt,2020-03-01,7140,338,1407
Egypt,2020-04-01,83386,6017,20364
Egypt,2020-05-01,403993,19547,103095
Egypt,2020-06-01,1406847,54759,374233
Egypt,2020-07-01,2615575,125273,849040
Egypt,2020-08-01,2991066,159360,1825324
Egypt,2020-09-01,3038840,170670,2574263
Egypt,2020-10-01,3263459,189211,3043034
Egypt,2020-11-01,3339298,193889,3034327
Egypt,2020-12-01,3859859,218457,3295247
Egypt,2021-01-01,4792291,264116,3779202
Egypt,2021-02-01,4878915,280696,3787773
Egypt,2021-03-01,5961213,352754,4586590
Egypt,2021-04-01,6435218,379473,4864279
Egypt,2021-05-01,7615367,443247,5633432
Egypt,2021-06-01,8218377,470770,6078771
Egypt,2021-07-01,8782672,508646,6877682
Egypt,2021-08-01,8859474,515510,926197
Egypt,2021-09-01,8865112,508827,0
Egypt,2021-10-01,7552563,427254,0
El Salvador,2020-01-01,0,0,0
El Salvador,2020-02-01,0,0,0
El Salvador,2020-03-01,156,1,0
El Salvador,2020-04-01,5333,181,1195
El Salvador,2020-05-01,41262,809,15244
El Salvador,2020-06-01,122784,2638,64224
El Salvador,2020-07-01,347650,9534,192851
El Salvador,2020-08-01,692113,18654,341914
El Salvador,2020-09-01,819156,23725,581185
El Salvador,2020-10-01,969372,28261,822081
El Salvador,2020-11-01,1095940,31368,980896
El Salvador,2020-12-01,1318177,37941,1198384
El Salvador,2021-01-01,1573181,45846,1396055
El Salvador,2021-02-01,1619262,48855,1463448
El Salvador,2021-03-01,1939285,60446,1832314
El Salvador,2021-04-01,2010965,62006,1900252
El Salvador,2021-05-01,2211747,67769,2069327
El Salvador,2021-06-01,2284385,69349,2120061
El Salvador,2021-07-01,2563448,77133,2318104
El Salvador,2021-08-01,2816644,86391,306275
El Salvador,2021-09-01,2990491,92067,0
El Salvador,2021-10-01,2600790,81912,0
Equatorial Guinea,2020-01-01,0,0,0
Equatorial Guinea,2020-02-01,0,0,0
Equatorial Guinea,2020-03-01,130,0,1
Equatorial Guinea,2020-04-01,2867,9,140
Equatorial Guinea,2020-05-01,21842,219,2079
Equatorial Guinea,2020-06-01,46572,660,10725
Equatorial Guinea,2020-07-01,95881,1594,27115
Equatorial Guinea,2020-08-01,150812,2573,85727
Equatorial Guinea,2020-09-01,149975,2490,135108
Equatorial Guinea,2020-10-01,157079,2573,152928
Equatorial Guinea,2020-11-01,153445,2542,149409
Equatorial Guinea,2020-12-01,161321,2640,156894
Equatorial Guinea,2021-01-01,166183,2666,160844
Equatorial Guinea,2021-02-01,159963,2461,152419
Equatorial Guinea,2021-03-01,203858,3051,187113
Equatorial Guinea,2021-04-01,219014,3176,206649
Equatorial Guinea,2021-05-01,247897,3499,233881
Equatorial Guinea,2021-06-01,259971,3583,251602
Equatorial Guinea,2021-07-01,273465,3800,266345
Equatorial Guinea,2021-08-01,280165,3818,34738
Equatorial Guinea,2021-09-01,325218,4051,0
Equatorial Guinea,2021-10-01,306745,3734,0
Eritrea,2020-01-01,0,0,0
Eritrea,2020-02-01,0,0,0
Eritrea,2020-03-01,65,0,0
Eritrea,2020-04-01,1027,0,141
Eritrea,2020-05-01,1209,0,1120
Eritrea,2020-06-01,3083,0,1240
Eritrea,2020-07-01,7490,0,4055
Eritrea,2020-08-01,9178,0,7933
Eritrea,2020-09-01,10664,0,9270
Eritrea,2020-10-01,13346,0,11826
Eritrea,2020-11-01,15545,0,13592
Eritrea,2020-12-01,24769,12,17513
Eritrea,2021-01-01,54320,172,33106
Eritrea,2021-02-01,70980,196,53795
Eritrea,2021-03-01,95058,233,83807
Eritrea,2021-04-01,104836,300,98080
Eritrea,2021-05-01,119530,398,113635
Eritrea,2021-06-01,152367,529,137220
Eritrea,2021-07-01,196912,931,186937
Eritrea,2021-08-01,204740,1127,25847
Eritrea,2021-09-01,200062,1205,0
Eritrea,2021-10-01,162143,1041,0
Estonia,2020-01-01,0,0,0
Estonia,2020-02-01,3,0,0
Estonia,2020-03-01,7350,14,131
Estonia,2020-04-01,41075,978,4090
Estonia,2020-05-01,55005,1903,30002
Estonia,2020-06-01,58725,2068,51856
Estonia,2020-07-01,62542,2139,58851
Estonia,2020-08-01,68481,1967,61886
Estonia,2020-09-01,83987,1920,69387
Estonia,2020-10-01,125799,2151,97932
Estonia,2020-11-01,241995,2554,152102
