Country/Region,Year-Month,Case
Bolivia,2020-05-01,14032
Bolivia,2020-06-01,127986
Bolivia,2020-07-01,520061
Bolivia,2020-08-01,1192668
Bolivia,2020-09-01,2497080
Bolivia,2020-10-01,3218525
Bolivia,2020-11-01,3513282
Bolivia,2020-12-01,3944610
Bolivia,2021-01-01,4462898
Bolivia,2021-02-01,4980609
Bolivia,2021-03-01,6422914
Bolivia,2021-04-01,7086956
Bolivia,2021-05-01,8421408
Bolivia,2021-06-01,9853892
Bolivia,2021-07-01,11997391
Bolivia,2021-08-01,1641008
Bolivia,2021-09-01,0
Bolivia,2021-10-01,0
Bosnia and Herzegovina,2020-01-01,0
Bosnia and Herzegovina,2020-02-01,0
Bosnia and Herzegovina,2020-03-01,72
Bosnia and Herzegovina,2020-04-01,9154
Bosnia and Herzegovina,2020-05-01,41574
Bosnia and Herzegovina,2020-06-01,64619
Bosnia and Herzegovina,2020-07-01,113943
Bosnia and Herzegovina,2020-08-01,300304
Bosnia and Herzegovina,2020-09-01,507111
Bosnia and Herzegovina,2020-10-01,761040
Bosnia and Herzegovina,2020-11-01,1154725
Bosnia and Herzegovina,2020-12-01,2084772
Bosnia and Herzegovina,2021-01-01,2663152
Bosnia and Herzegovina,2021-02-01,2959282
Bosnia and Herzegovina,2021-03-01,3799537
Bosnia and Herzegovina,2021-04-01,4346642
Bosnia and Herzegovina,2021-05-01,5222002
Bosnia and Herzegovina,2021-06-01,5364595
Bosnia and Herzegovina,2021-07-01,5782431
Bosnia and Herzegovina,2021-08-01,758453
Bosnia and Herzegovina,2021-09-01,0
Bosnia and Herzegovina,2021-10-01,0
Botswana,2020-01-01,0
Botswana,2020-02-01,0
Botswana,2020-03-01,0
Botswana,2020-04-01,10
Botswana,2020-05-01,470
Botswana,2020-06-01,727
Botswana,2020-07-01,1336
Botswana,2020-08-01,3881
Botswana,2020-09-01,17648
Botswana,2020-10-01,48528
Botswana,2020-11-01,191121
Botswana,2020-12-01,320549
Botswana,2021-01-01,446255
Botswana,2021-02-01,596608
Botswana,2021-03-01,938911
Botswana,2021-04-01,1190303
Botswana,2021-05-01,1475224
Botswana,2021-06-01,1717913
Botswana,2021-07-01,2365090
Botswana,2021-08-01,386215
Botswana,2021-09-01,0
Botswana,2021-10-01,0
Brazil,2020-01-01,0
Brazil,2020-02-01,0
Brazil,2020-03-01,290
Brazil,2020-04-01,400893
Brazil,2020-05-01,3206734
Brazil,2020-06-01,14780735
Brazil,2020-07-01,43861433
Brazil,2020-08-01,82386569
Brazil,2020-09-01,114602710
Brazil,2020-10-01,141354942
Brazil,2020-11-01,159574214
Brazil,2020-12-01,193984367
Brazil,2021-01-01,231929489
Brazil,2021-02-01,246496738
Brazil,2021-03-01,318572764
Brazil,2021-04-01,363175044
Brazil,2021-05-01,428343319
Brazil,2021-06-01,465709254
Brazil,2021-07-01,532885980
Brazil,2021-08-01,71084912
Brazil,2021-09-01,0
Brazil,2021-10-01,0
Brunei,2020-01-01,0
Brunei,2020-02-01,0
Brunei,2020-03-01,169
Brunei,2020-04-01,3069
Brunei,2020-05-01,4158
Brunei,2020-06-01,4140
Brunei,2020-07-01,4278
Brunei,2020-08-01,4293
Brunei,2020-09-01,4210
Brunei,2020-10-01,4428
Brunei,2020-11-01,4337
Brunei,2020-12-01,4578
Brunei,2021-01-01,5014
Brunei,2021-02-01,4921
Brunei,2021-03-01,5756
Brunei,2021-04-01,6173
Brunei,2021-05-01,6870
Brunei,2021-06-01,7165
Brunei,2021-07-01,8072
Brunei,2021-08-01,1120
Brunei,2021-09-01,0
Brunei,2021-10-01,0
Bulgaria,2020-01-01,0
Bulgaria,2020-02-01,0
Bulgaria,2020-03-01,92
Bulgaria,2020-04-01,3572
Bulgaria,2020-05-01,19087
Bulgaria,2020-06-01,56205
Bulgaria,2020-07-01,127894
Bulgaria,2020-08-01,282890
Bulgaria,2020-09-01,394051
Bulgaria,2020-10-01,525515
Bulgaria,2020-11-01,965073
Bulgaria,2020-12-01,2744317
Bulgaria,2021-01-01,4826252
Bulgaria,2021-02-01,5528183
Bulgaria,2021-03-01,7116546
Bulgaria,2021-04-01,9038221
Bulgaria,2021-05-01,11230191
Bulgaria,2021-06-01,11715358
Bulgaria,2021-07-01,12307921
Bulgaria,2021-08-01,1594561
Bulgaria,2021-09-01,0
Bulgaria,2021-10-01,0
Burkina Faso,2020-01-01,0
Burkina Faso,2020-02-01,0
Burkina Faso,2020-03-01,161
Burkina Faso,2020-04-01,7840
Burkina Faso,2020-05-01,19258
Burkina Faso,2020-06-01,23827
Burkina Faso,2020-07-01,27517
Burkina Faso,2020-08-01,31233
Burkina Faso,2020-09-01,35199
Burkina Faso,2020-10-01,54133
Burkina Faso,2020-11-01,73482
Burkina Faso,2020-12-01,107617
Burkina Faso,2021-01-01,216951
Burkina Faso,2021-02-01,299024
Burkina Faso,2021-03-01,372301
Burkina Faso,2021-04-01,381450
Burkina Faso,2021-05-01,408660
Burkina Faso,2021-06-01,398421
Burkina Faso,2021-07-01,413409
Burkina Faso,2021-08-01,53524
Burkina Faso,2021-09-01,0
Burkina Faso,2021-10-01,0
Burma,2020-01-01,0
Burma,2020-02-01,0
Burma,2020-03-01,0
Burma,2020-04-01,178
Burma,2020-05-01,2799
Burma,2020-06-01,5413
Burma,2020-07-01,8264
Burma,2020-08-01,10109
Burma,2020-09-01,39272
Burma,2020-10-01,489009
Burma,2020-11-01,1586575
Burma,2020-12-01,2792578
Burma,2021-01-01,3628228
Burma,2021-02-01,3626440
Burma,2021-03-01,4083110
Burma,2021-04-01,3956387
Burma,2021-05-01,4095744
Burma,2021-06-01,4006408
Burma,2021-07-01,5048639
Burma,2021-08-01,877105
Burma,2021-09-01,0
Burma,2021-10-01,0
Burundi,2020-01-01,0
Burundi,2020-02-01,0
Burundi,2020-03-01,0
Burundi,2020-04-01,44
Burundi,2020-05-01,430
Burundi,2020-06-01,2008
Burundi,2020-07-01,6092
Burundi,2020-08-01,10108
Burundi,2020-09-01,12136
Burundi,2020-10-01,15180
Burundi,2020-11-01,16542
Burundi,2020-12-01,20021
Burundi,2021-01-01,23533
Burundi,2021-02-01,21644
Burundi,2021-03-01,23963
Burundi,2021-04-01,23190
Burundi,2021-05-01,23963
Burundi,2021-06-01,23190
Burundi,2021-07-01,23963
Burundi,2021-08-01,3092
Burundi,2021-09-01,0
Burundi,2021-10-01,0
Cabo Verde,2020-01-01,0
Cabo Verde,2020-02-01,0
Cabo Verde,2020-03-01,0
Cabo Verde,2020-04-01,30
Cabo Verde,2020-05-01,2731
Cabo Verde,2020-06-01,11083
Cabo Verde,2020-07-01,31237
Cabo Verde,2020-08-01,72642
Cabo Verde,2020-09-01,130031
Cabo Verde,2020-10-01,201618
Cabo Verde,2020-11-01,275934
Cabo Verde,2020-12-01,342166
Cabo Verde,2021-01-01,378524
Cabo Verde,2021-02-01,396476
Cabo Verde,2021-03-01,481448
Cabo Verde,2021-04-01,539141
Cabo Verde,2021-05-01,772500
Cabo Verde,2021-06-01,915034
Cabo Verde,2021-07-01,1003352
Cabo Verde,2021-08-01,132405
Cabo Verde,2021-09-01,0
Cabo Verde,2021-10-01,0
Cambodia,2020-01-01,0
Cambodia,2020-02-01,18
Cambodia,2020-03-01,136
Cambodia,2020-04-01,2586
Cambodia,2020-05-01,3760
Cambodia,2020-06-01,3772
Cambodia,2020-07-01,4267
Cambodia,2020-08-01,7347
Cambodia,2020-09-01,8202
Cambodia,2020-10-01,8655
Cambodia,2020-11-01,8745
Cambodia,2020-12-01,10225
Cambodia,2021-01-01,12104
Cambodia,2021-02-01,13016
Cambodia,2021-03-01,24993
Cambodia,2021-04-01,78417
Cambodia,2021-05-01,397275
Cambodia,2021-06-01,1017283
Cambodia,2021-07-01,1772767
Cambodia,2021-08-01,287219
Cambodia,2021-09-01,0
Cambodia,2021-10-01,0
Cameroon,2020-01-01,0
Cameroon,2020-02-01,0
Cameroon,2020-03-01,23
Cameroon,2020-04-01,9186
Cameroon,2020-05-01,51653
Cameroon,2020-06-01,193759
Cameroon,2020-07-01,394819
Cameroon,2020-08-01,501215
Cameroon,2020-09-01,565958
Cameroon,2020-10-01,620832
Cameroon,2020-11-01,650791
Cameroon,2020-12-01,739138
Cameroon,2021-01-01,813812
Cameroon,2021-02-01,844795
Cameroon,2021-03-01,1067447
Cameroon,2021-04-01,1057830
Cameroon,2021-05-01,1093091
Cameroon,2021-06-01,1057830
Cameroon,2021-07-01,1093091
Cameroon,2021-08-01,141044
Cameroon,2021-09-01,0
Cameroon,2021-10-01,0
Canada,2020-01-01,0
Canada,2020-02-01,45
Canada,2020-03-01,3906
Canada,2020-04-01,296982
Canada,2020-05-01,1147850
Canada,2020-06-01,1822913
Canada,2020-07-01,2656592
Canada,2020-08-01,3403493
Canada,2020-09-01,3744866
Canada,2020-10-01,5154442
Canada,2020-11-01,7405385
Canada,2020-12-01,12349823
Canada,2021-01-01,18930235
Canada,2021-02-01,21621358
Canada,2021-03-01,26916432
Canada,2021-04-01,30332375
Canada,2021-05-01,38447679
Canada,2021-06-01,41050156
Canada,2021-07-01,43343765
Canada,2021-08-01,5620071
Canada,2021-09-01,0
Canada,2021-10-01,0
Central African Republic,2020-01-01,0
Central African Republic,2020-02-01,0
Central African Republic,2020-03-01,0
Central African Republic,2020-04-01,131
Central African Republic,2020-05-01,463
Central African Republic,2020-06-01,10142
Central African Republic,2020-07-01,38882
Central African Republic,2020-08-01,53571
Central African Republic,2020-09-01,54869
Central African Republic,2020-10-01,59554
Central African Republic,2020-11-01,57720
Central African Republic,2020-12-01,59644
Central African Republic,2021-01-01,133669
Central African Republic,2021-02-01,137176
Central African Republic,2021-03-01,152924
Central African Republic,2021-04-01,152196
Central African Republic,2021-05-01,172837
Central African Republic,2021-06-01,205770
Central African Republic,2021-07-01,212629
Central African Republic,2021-08-01,27436
Central African Republic,2021-09-01,0
Central African Republic,2021-10-01,0
Chad,2020-01-01,0
Chad,2020-02-01,0
Chad,2020-03-01,0
Chad,2020-04-01,200
Chad,2020-05-01,5006
Chad,2020-06-01,21365
Chad,2020-07-01,24737
Chad,2020-08-01,26533
Chad,2020-09-01,28634
Chad,2020-10-01,36323
Chad,2020-11-01,42993
Chad,2020-12-01,50071
Chad,2021-01-01,64799
Chad,2021-02-01,86803
Chad,2021-03-01,119283
Chad,2021-04-01,129391
Chad,2021-05-01,144673
Chad,2021-06-01,142913
Chad,2021-07-01,148149
Chad,2021-08-01,19176
Chad,2021-09-01,0
Chad,2021-10-01,0
Chile,2020-01-01,0
Chile,2020-02-01,0
Chile,2020-03-01,580
Chile,2020-04-01,107500
Chile,2020-05-01,642471
Chile,2020-06-01,4792545
Chile,2020-07-01,9051341
Chile,2020-08-01,11106253
Chile,2020-09-01,12338711
Chile,2020-10-01,14311907
Chile,2020-11-01,15219199
Chile,2020-12-01,17071958
Chile,2021-01-01,19397898
Chile,2021-02-01,20571214
Chile,2021-03-01,26335365
Chile,2021-04-01,31069764
Chile,2021-05-01,37857012
Chile,2021-06-01,42365756
Chile,2021-07-01,47846581
Chile,2021-08-01,6294348
Chile,2021-09-01,0
Chile,2021-10-01,0
China,2020-01-01,810
China,2020-02-01,377072
China,2020-03-01,2008095
China,2020-04-01,2333022
China,2020-05-01,2454360
China,2020-06-01,2384997
China,2020-07-01,2482457
China,2020-08-01,2573031
China,2020-09-01,2553294
China,2020-10-01,2659413
China,2020-11-01,2597861
China,2020-12-01,2739565
China,2021-01-01,2826536
China,2021-02-01,2648290
China,2021-03-01,2979371
China,2021-04-01,2905473
China,2021-05-01,3022638
China,2021-06-01,2941745
China,2021-07-01,3061784
China,2021-08-01,396737
China,2021-09-01,0
China,2021-10-01,0
Colombia,2020-01-01,0
Colombia,2020-02-01,0
Colombia,2020-03-01,109
Colombia,2020-04-01,17078
Colombia,2020-05-01,118612
Colombia,2020-06-01,669011
Colombia,2020-07-01,2606920
Colombia,2020-08-01,9188505
Colombia,2020-09-01,18153031
Colombia,2020-10-01,26172619
Colombia,2020-11-01,32938033
Colombia,2020-12-01,41790357
Colombia,2021-01-01,53289554
Colombia,2021-02-01,58113695
Colombia,2021-03-01,68607821
Colombia,2021-04-01,73679539
Colombia,2021-05-01,90648296
Colombia,2021-06-01,106646430
Colombia,2021-07-01,133982470
Colombia,2021-08-01,18407423
Colombia,2021-09-01,0
Colombia,2021-10-01,0
Comoros,2020-01-01,0
Comoros,2020-02-01,0
Comoros,2020-03-01,0
Comoros,2020-04-01,0
Comoros,2020-05-01,257
Comoros,2020-06-01,3403
Comoros,2020-07-01,9131
Comoros,2020-08-01,11682
Comoros,2020-09-01,13041
Comoros,2020-10-01,14969
Comoros,2020-11-01,16514
Comoros,2020-12-01,19119
Comoros,2021-01-01,34214
Comoros,2021-02-01,76904
Comoros,2021-03-01,106940
Comoros,2021-04-01,107960
Comoros,2021-05-01,114633
Comoros,2021-06-01,112190
Comoros,2021-07-01,118287
Comoros,2021-08-01,15480
Comoros,2021-09-01,0
Comoros,2021-10-01,0
Congo (Brazzaville),2020-01-01,0
Congo (Brazzaville),2020-02-01,0
Congo (Brazzaville),2020-03-01,0
Congo (Brazzaville),2020-04-01,296
Congo (Brazzaville),2020-05-01,2852
Congo (Brazzaville),2020-06-01,9695
Congo (Brazzaville),2020-07-01,19605
Congo (Brazzaville),2020-08-01,49431
Congo (Brazzaville),2020-09-01,103740
Congo (Brazzaville),2020-10-01,120497
Congo (Brazzaville),2020-11-01,125418
Congo (Brazzaville),2020-12-01,159701
Congo (Brazzaville),2021-01-01,181226
Congo (Brazzaville),2021-02-01,184802
Congo (Brazzaville),2021-03-01,235812
Congo (Brazzaville),2021-04-01,246240
Congo (Brazzaville),2021-05-01,254448
Congo (Brazzaville),2021-06-01,332105
Congo (Brazzaville),2021-07-01,363661
Congo (Brazzaville),2021-08-01,49684
Congo (Brazzaville),2021-09-01,0
Congo (Brazzaville),2021-10-01,0
Congo (Kinshasa),2020-01-01,0
Congo (Kinshasa),2020-02-01,0
Congo (Kinshasa),2020-03-01,10
Congo (Kinshasa),2020-04-01,789
