Country/Region,Year-Month,Case
Bolivia,2020-12-01,280226
Bolivia,2021-01-01,299667
Bolivia,2021-02-01,312089
Bolivia,2021-03-01,371377
Bolivia,2021-04-01,377844
Bolivia,2021-05-01,421894
Bolivia,2021-06-01,472289
Bolivia,2021-07-01,538266
Bolivia,2021-08-01,563167
Bolivia,2021-09-01,558339
Bolivia,2021-10-01,451609
Bosnia and Herzegovina,2020-01-01,0
Bosnia and Herzegovina,2020-02-01,0
Bosnia and Herzegovina,2020-03-01,50
Bosnia and Herzegovina,2020-04-01,1272
Bosnia and Herzegovina,2020-05-01,3748
Bosnia and Herzegovina,2020-06-01,5006
Bosnia and Herzegovina,2020-07-01,7577
Bosnia and Herzegovina,2020-08-01,14810
Bosnia and Herzegovina,2020-09-01,21892
Bosnia and Herzegovina,2020-10-01,30973
Bosnia and Herzegovina,2020-11-01,58331
Bosnia and Herzegovina,2020-12-01,107176
Bosnia and Herzegovina,2021-01-01,137003
Bosnia and Herzegovina,2021-02-01,137362
Bosnia and Herzegovina,2021-03-01,176346
Bosnia and Herzegovina,2021-04-01,230006
Bosnia and Herzegovina,2021-05-01,278061
Bosnia and Herzegovina,2021-06-01,285974
Bosnia and Herzegovina,2021-07-01,299783
Bosnia and Herzegovina,2021-08-01,301399
Bosnia and Herzegovina,2021-09-01,304882
Bosnia and Herzegovina,2021-10-01,263987
Botswana,2020-01-01,0
Botswana,2020-02-01,0
Botswana,2020-03-01,1
Botswana,2020-04-01,30
Botswana,2020-05-01,31
Botswana,2020-06-01,30
Botswana,2020-07-01,36
Botswana,2020-08-01,87
Botswana,2020-09-01,345
Botswana,2020-10-01,610
Botswana,2020-11-01,858
Botswana,2020-12-01,1162
Botswana,2021-01-01,2506
Botswana,2021-02-01,6275
Botswana,2021-03-01,13723
Botswana,2021-04-01,19744
Botswana,2021-05-01,23877
Botswana,2021-06-01,28901
Botswana,2021-07-01,40505
Botswana,2021-08-01,61072
Botswana,2021-09-01,69946
Botswana,2021-10-01,57162
Brazil,2020-01-01,0
Brazil,2020-02-01,0
Brazil,2020-03-01,976
Brazil,2020-04-01,66571
Brazil,2020-05-01,509030
Brazil,2020-06-01,1353392
Brazil,2020-07-01,2370476
Brazil,2020-08-01,3345405
Brazil,2020-09-01,4004352
Brazil,2020-10-01,4732789
Brazil,2020-11-01,4986319
Brazil,2020-12-01,5702548
Brazil,2021-01-01,6483686
Brazil,2021-02-01,6713342
Brazil,2021-03-01,8826515
Brazil,2021-04-01,10952414
Brazil,2021-05-01,13501491
Brazil,2021-06-01,14768510
Brazil,2021-07-01,16718239
Brazil,2021-08-01,17655225
Brazil,2021-09-01,17665982
Brazil,2021-10-01,14439195
Brunei,2020-01-01,0
Brunei,2020-02-01,0
Brunei,2020-03-01,4
Brunei,2020-04-01,30
Brunei,2020-05-01,36
Brunei,2020-06-01,75
Brunei,2020-07-01,93
Brunei,2020-08-01,93
Brunei,2020-09-01,90
Brunei,2020-10-01,93
Brunei,2020-11-01,90
Brunei,2020-12-01,93
Brunei,2021-01-01,93
Brunei,2021-02-01,84
Brunei,2021-03-01,93
Brunei,2021-04-01,90
Brunei,2021-05-01,93
Brunei,2021-06-01,90
Brunei,2021-07-01,93
Brunei,2021-08-01,122
Brunei,2021-09-01,726
Brunei,2021-10-01,1581
Bulgaria,2020-01-01,0
Bulgaria,2020-02-01,0
Bulgaria,2020-03-01,71
Bulgaria,2020-04-01,1111
Bulgaria,2020-05-01,3285
Bulgaria,2020-06-01,5500
Bulgaria,2020-07-01,9167
Bulgaria,2020-08-01,15642
Bulgaria,2020-09-01,22024
Bulgaria,2020-10-01,30756
Bulgaria,2020-11-01,72503
Bulgaria,2020-12-01,187730
Bulgaria,2021-01-01,261407
Bulgaria,2021-02-01,270490
Bulgaria,2021-03-01,359929
Bulgaria,2021-04-01,448434
Bulgaria,2021-05-01,533689
Bulgaria,2021-06-01,537895
Bulgaria,2021-07-01,562938
Bulgaria,2021-08-01,571340
Bulgaria,2021-09-01,595258
Bulgaria,2021-10-01,527569
Burkina Faso,2020-01-01,0
Burkina Faso,2020-02-01,0
Burkina Faso,2020-03-01,86
Burkina Faso,2020-04-01,921
Burkina Faso,2020-05-01,1555
Burkina Faso,2020-06-01,1590
Burkina Faso,2020-07-01,1643
Burkina Faso,2020-08-01,1687
Burkina Faso,2020-09-01,1679
Burkina Faso,2020-10-01,1960
Burkina Faso,2020-11-01,2028
Burkina Faso,2020-12-01,2276
Burkina Faso,2021-01-01,3130
Burkina Faso,2021-02-01,3815
Burkina Faso,2021-03-01,4469
Burkina Faso,2021-04-01,4604
Burkina Faso,2021-05-01,5068
Burkina Faso,2021-06-01,5019
Burkina Faso,2021-07-01,5226
Burkina Faso,2021-08-01,5274
Burkina Faso,2021-09-01,5220
Burkina Faso,2021-10-01,4803
Burma,2020-01-01,0
Burma,2020-02-01,0
Burma,2020-03-01,1
Burma,2020-04-01,110
Burma,2020-05-01,186
Burma,2020-06-01,180
Burma,2020-07-01,186
Burma,2020-08-01,186
Burma,2020-09-01,2523
Burma,2020-10-01,24729
Burma,2020-11-01,47792
Burma,2020-12-01,72559
Burma,2021-01-01,90908
Burma,2021-02-01,89126
Burma,2021-03-01,99277
Burma,2021-04-01,96191
Burma,2021-05-01,99600
Burma,2021-06-01,97649
Burma,2021-07-01,163264
Burma,2021-08-01,407116
Burma,2021-09-01,502280
Burma,2021-10-01,436788
Burundi,2020-01-01,0
Burundi,2020-02-01,0
Burundi,2020-03-01,0
Burundi,2020-04-01,18
Burundi,2020-05-01,31
Burundi,2020-06-01,30
Burundi,2020-07-01,31
Burundi,2020-08-01,31
Burundi,2020-09-01,30
Burundi,2020-10-01,31
Burundi,2020-11-01,30
Burundi,2020-12-01,44
Burundi,2021-01-01,62
Burundi,2021-02-01,80
Burundi,2021-03-01,126
Burundi,2021-04-01,180
Burundi,2021-05-01,186
Burundi,2021-06-01,230
Burundi,2021-07-01,252
Burundi,2021-08-01,1149
Burundi,2021-09-01,1140
Burundi,2021-10-01,912
Cabo Verde,2020-01-01,0
Cabo Verde,2020-02-01,0
Cabo Verde,2020-03-01,8
Cabo Verde,2020-04-01,30
Cabo Verde,2020-05-01,83
Cabo Verde,2020-06-01,218
Cabo Verde,2020-07-01,606
Cabo Verde,2020-08-01,1042
Cabo Verde,2020-09-01,1446
Cabo Verde,2020-10-01,2518
Cabo Verde,2020-11-01,3052
Cabo Verde,2020-12-01,3415
Cabo Verde,2021-01-01,3719
Cabo Verde,2021-02-01,3918
Cabo Verde,2021-03-01,4892
Cabo Verde,2021-04-01,5685
Cabo Verde,2021-05-01,7604
Cabo Verde,2021-06-01,8300
Cabo Verde,2021-07-01,9087
Cabo Verde,2021-08-01,9353
Cabo Verde,2021-09-01,9759
Cabo Verde,2021-10-01,8299
Cambodia,2020-01-01,0
Cambodia,2020-02-01,0
Cambodia,2020-03-01,0
Cambodia,2020-04-01,0
Cambodia,2020-05-01,0
Cambodia,2020-06-01,0
Cambodia,2020-07-01,0
Cambodia,2020-08-01,0
Cambodia,2020-09-01,0
Cambodia,2020-10-01,0
Cambodia,2020-11-01,0
Cambodia,2020-12-01,0
Cambodia,2021-01-01,0
Cambodia,2021-02-01,0
Cambodia,2021-03-01,93
Cambodia,2021-04-01,1337
Cambodia,2021-05-01,4672
Cambodia,2021-06-01,11411
Cambodia,2021-07-01,32097
Cambodia,2021-08-01,52331
Cambodia,2021-09-01,62686
Cambodia,2021-10-01,61260
Cameroon,2020-01-01,0
Cameroon,2020-02-01,0
Cameroon,2020-03-01,24
Cameroon,2020-04-01,825
Cameroon,2020-05-01,4122
Cameroon,2020-06-01,7717
Cameroon,2020-07-01,11230
Cameroon,2020-08-01,12455
Cameroon,2020-09-01,12476
Cameroon,2020-10-01,13121
Cameroon,2020-11-01,12999
Cameroon,2020-12-01,13797
Cameroon,2021-01-01,14075
Cameroon,2021-02-01,13941
Cameroon,2021-03-01,18896
Cameroon,2021-04-01,28022
Cameroon,2021-05-01,36756
Cameroon,2021-06-01,39147
Cameroon,2021-07-01,41178
Cameroon,2021-08-01,41510
Cameroon,2021-09-01,41068
Cameroon,2021-10-01,36814
Canada,2020-01-01,0
Canada,2020-02-01,0
Canada,2020-03-01,777
Canada,2020-04-01,54153
Canada,2020-05-01,198652
Canada,2020-06-01,254102
Canada,2020-07-01,276342
Canada,2020-08-01,282360
Canada,2020-09-01,278084
Canada,2020-10-01,305041
Canada,2020-11-01,335239
Canada,2020-12-01,432388
Canada,2021-01-01,556738
Canada,2021-02-01,594373
Canada,2021-03-01,698017
Canada,2021-04-01,706440
Canada,2021-05-01,772816
Canada,2021-06-01,779118
Canada,2021-07-01,820646
Canada,2021-08-01,829575
Canada,2021-09-01,821827
Canada,2021-10-01,681411
Central African Republic,2020-01-01,0
Central African Republic,2020-02-01,0
Central African Republic,2020-03-01,0
Central African Republic,2020-04-01,0
Central African Republic,2020-05-01,10
Central African Republic,2020-06-01,559
Central African Republic,2020-07-01,1677
Central African Republic,2020-08-01,1874
Central African Republic,2020-09-01,1860
Central African Republic,2020-10-01,1922
Central African Republic,2020-11-01,1877
Central African Republic,2020-12-01,1953
Central African Republic,2021-01-01,1953
Central African Republic,2021-02-01,1764
Central African Republic,2021-03-01,1973
Central African Republic,2021-04-01,2341
Central African Republic,2021-05-01,2931
Central African Republic,2021-06-01,2940
Central African Republic,2021-07-01,3038
Central African Republic,2021-08-01,3057
Central African Republic,2021-09-01,3000
Central African Republic,2021-10-01,2400
Chad,2020-01-01,0
Chad,2020-02-01,0
Chad,2020-03-01,0
Chad,2020-04-01,9
Chad,2020-05-01,1345
Chad,2020-06-01,2155
Chad,2020-07-01,2314
Chad,2020-08-01,2358
Chad,2020-09-01,2417
Chad,2020-10-01,2862
Chad,2020-11-01,3002
Chad,2020-12-01,3173
Chad,2021-01-01,3440
Chad,2021-02-01,3632
Chad,2021-03-01,4730
Chad,2021-04-01,5029
Chad,2021-05-01,5333
Chad,2021-06-01,5217
Chad,2021-07-01,5394
Chad,2021-08-01,5394
Chad,2021-09-01,5220
Chad,2021-10-01,4176
Chile,2020-01-01,0
Chile,2020-02-01,0
Chile,2020-03-01,50
Chile,2020-04-01,3274
Chile,2020-05-01,15833
Chile,2020-06-01,101418
Chile,2020-07-01,239257
Chile,2020-08-01,323785
Chile,2020-09-01,361583
Chile,2020-10-01,419247
Chile,2020-11-01,444645
Chile,2020-12-01,495826
Chile,2021-01-01,540938
Chile,2021-02-01,546762
Chile,2021-03-01,676397
Chile,2021-04-01,744626
Chile,2021-05-01,862376
Chile,2021-06-01,928910
Chile,2021-07-01,1060535
Chile,2021-08-01,1126688
Chile,2021-09-01,1117971
Chile,2021-10-01,901986
China,2020-01-01,889
China,2020-02-01,46417
China,2020-03-01,98488
China,2020-04-01,118290
China,2020-05-01,143763
China,2020-06-01,139165
China,2020-07-01,144036
China,2020-08-01,145664
China,2020-09-01,142035
China,2020-10-01,146909
China,2020-11-01,142247
China,2020-12-01,147516
China,2021-01-01,148739
China,2021-02-01,135193
China,2021-03-01,150007
China,2021-04-01,145309
China,2021-05-01,150226
China,2021-06-01,145383
China,2021-07-01,150287
China,2021-08-01,150288
China,2021-09-01,145458
China,2021-10-01,116376
Colombia,2020-01-01,0
Colombia,2020-02-01,0
Colombia,2020-03-01,68
Colombia,2020-04-01,4249
Colombia,2020-05-01,17976
Colombia,2020-06-01,57268
Colombia,2020-07-01,195663
Colombia,2020-08-01,466528
Colombia,2020-09-01,697511
Colombia,2020-10-01,888821
Colombia,2020-11-01,1023710
Colombia,2020-12-01,1233616
Colombia,2021-01-01,1501117
Colombia,2021-02-01,1608609
Colombia,2021-03-01,1906300
Colombia,2021-04-01,2035213
Colombia,2021-05-01,2520736
Colombia,2021-06-01,2925521
Colombia,2021-07-01,3558500
Colombia,2021-08-01,3824385
Colombia,2021-09-01,3771875
Colombia,2021-10-01,3040855
Comoros,2020-01-01,0
Comoros,2020-02-01,0
Comoros,2020-03-01,0
Comoros,2020-04-01,0
Comoros,2020-05-01,31
Comoros,2020-06-01,117
Comoros,2020-07-01,217
Comoros,2020-08-01,217
Comoros,2020-09-01,210
Comoros,2020-10-01,217
Comoros,2020-11-01,210
Comoros,2020-12-01,224
Comoros,2021-01-01,1390
Comoros,2021-02-01,3556
Comoros,2021-03-01,4517
Comoros,2021-04-01,4380
Comoros,2021-05-01,4526
Comoros,2021-06-01,4380
Comoros,2021-07-01,4542
Comoros,2021-08-01,4557
Comoros,2021-09-01,4410
Comoros,2021-10-01,3528
Congo (Brazzaville),2020-01-01,0
Congo (Brazzaville),2020-02-01,0
Congo (Brazzaville),2020-03-01,0
Congo (Brazzaville),2020-04-01,157
Congo (Brazzaville),2020-05-01,427
Congo (Brazzaville),2020-06-01,832
Congo (Brazzaville),2020-07-01,1496
Congo (Brazzaville),2020-08-01,2109
Congo (Brazzaville),2020-09-01,2774
Congo (Brazzaville),2020-10-01,2818
Congo (Brazzaville),2020-11-01,2776
Congo (Brazzaville),2020-12-01,3090
Congo (Brazzaville),2021-01-01,3495
Congo (Brazzaville),2021-02-01,3455
Congo (Brazzaville),2021-03-01,4102
Congo (Brazzaville),2021-04-01,4164
Congo (Brazzaville),2021-05-01,4623
Congo (Brazzaville),2021-06-01,4798
Congo (Brazzaville),2021-07-01,5316
Congo (Brazzaville),2021-08-01,5565
Congo (Brazzaville),2021-09-01,5578
Congo (Brazzaville),2021-10-01,5190
Congo (Kinshasa),2020-01-01,0
Congo (Kinshasa),2020-02-01,0
Congo (Kinshasa),2020-03-01,41
Congo (Kinshasa),2020-04-01,659
Congo (Kinshasa),2020-05-01,1628
Congo (Kinshasa),2020-06-01,3414
Congo (Kinshasa),2020-07-01,5994
Congo (Kinshasa),2020-08-01,7344
Congo (Kinshasa),2020-09-01,7969
Congo (Kinshasa),2020-10-01,9000
Congo (Kinshasa),2020-11-01,9653
Congo (Kinshasa),2020-12-01,12964
Congo (Kinshasa),2021-01-01,19582
Congo (Kinshasa),2021-02-01,19347
Congo (Kinshasa),2021-03-01,22362
Congo (Kinshasa),2021-04-01,22475
