Country/Region,Year-Month,Case
Congo (Brazzaville),2021-04-01,304069
Congo (Brazzaville),2021-05-01,351410
Congo (Brazzaville),2021-06-01,365677
Congo (Brazzaville),2021-07-01,400907
Congo (Brazzaville),2021-08-01,414574
Congo (Brazzaville),2021-09-01,414473
Congo (Brazzaville),2021-10-01,366750
Congo (Kinshasa),2020-01-01,0
Congo (Kinshasa),2020-02-01,0
Congo (Kinshasa),2020-03-01,642
Congo (Kinshasa),2020-04-01,8639
Congo (Kinshasa),2020-05-01,48228
Congo (Kinshasa),2020-06-01,152518
Congo (Kinshasa),2020-07-01,253461
Congo (Kinshasa),2020-08-01,298422
Congo (Kinshasa),2020-09-01,312145
Congo (Kinshasa),2020-10-01,340349
Congo (Kinshasa),2020-11-01,357658
Congo (Kinshasa),2020-12-01,465473
Congo (Kinshasa),2021-01-01,633392
Congo (Kinshasa),2021-02-01,682090
Congo (Kinshasa),2021-03-01,841033
Congo (Kinshasa),2021-04-01,867489
Congo (Kinshasa),2021-05-01,950208
Congo (Kinshasa),2021-06-01,1086248
Congo (Kinshasa),2021-07-01,1412151
Congo (Kinshasa),2021-08-01,1641310
Congo (Kinshasa),2021-09-01,1685143
Congo (Kinshasa),2021-10-01,1373224
Costa Rica,2020-01-01,0
Costa Rica,2020-02-01,0
Costa Rica,2020-03-01,2987
Costa Rica,2020-04-01,17866
Costa Rica,2020-05-01,26697
Costa Rica,2020-06-01,58319
Costa Rica,2020-07-01,309536
Costa Rica,2020-08-01,890542
Costa Rica,2020-09-01,1771225
Costa Rica,2020-10-01,2901099
Costa Rica,2020-11-01,3734891
Costa Rica,2020-12-01,4796194
Costa Rica,2021-01-01,5681017
Costa Rica,2021-02-01,5594208
Costa Rica,2021-03-01,6522718
Costa Rica,2021-04-01,6872891
Costa Rica,2021-05-01,8848736
Costa Rica,2021-06-01,10358999
Costa Rica,2021-07-01,12039607
Costa Rica,2021-08-01,13432741
Costa Rica,2021-09-01,14994975
Costa Rica,2021-10-01,13125600
Cote d'Ivoire,2020-01-01,0
Cote d'Ivoire,2020-02-01,0
Cote d'Ivoire,2020-03-01,1051
Cote d'Ivoire,2020-04-01,20934
Cote d'Ivoire,2020-05-01,63068
Cote d'Ivoire,2020-06-01,176994
Cote d'Ivoire,2020-07-01,412566
Cote d'Ivoire,2020-08-01,528765
Cote d'Ivoire,2020-09-01,571474
Cote d'Ivoire,2020-10-01,627301
Cote d'Ivoire,2020-11-01,629774
Cote d'Ivoire,2020-12-01,675687
Cote d'Ivoire,2021-01-01,777836
Cote d'Ivoire,2021-02-01,865141
Cote d'Ivoire,2021-03-01,1189745
Cote d'Ivoire,2021-04-01,1360270
Cote d'Ivoire,2021-05-01,1446952
Cote d'Ivoire,2021-06-01,1434603
Cote d'Ivoire,2021-07-01,1522898
Cote d'Ivoire,2021-08-01,1632109
Cote d'Ivoire,2021-09-01,1752147
Cote d'Ivoire,2021-10-01,1459999
Croatia,2020-01-01,0
Croatia,2020-02-01,18
Croatia,2020-03-01,6404
Croatia,2020-04-01,49646
Croatia,2020-05-01,68134
Croatia,2020-06-01,70331
Croatia,2020-07-01,124811
Croatia,2020-08-01,217353
Croatia,2020-09-01,415353
Croatia,2020-10-01,831572
Croatia,2020-11-01,2599232
Croatia,2020-12-01,5539120
Croatia,2021-01-01,6921173
Croatia,2021-02-01,6657593
Croatia,2021-03-01,7881286
Croatia,2021-04-01,9063636
Croatia,2021-05-01,10797806
Croatia,2021-06-01,10757171
Croatia,2021-07-01,11206532
Croatia,2021-08-01,11404200
Croatia,2021-09-01,11648531
Croatia,2021-10-01,10132974
Cuba,2020-01-01,0
Cuba,2020-02-01,0
Cuba,2020-03-01,1020
Cuba,2020-04-01,25438
Cuba,2020-05-01,56950
Cuba,2020-06-01,67429
Cuba,2020-07-01,75857
Cuba,2020-08-01,102621
Cuba,2020-09-01,145208
Cuba,2020-10-01,192396
Cuba,2020-11-01,228288
Cuba,2020-12-01,305830
Cuba,2021-01-01,554408
Cuba,2021-02-01,1088096
Cuba,2021-03-01,1949383
Cuba,2021-04-01,2738557
Cuba,2021-05-01,3862052
Cuba,2021-06-01,4888291
Cuba,2021-07-01,8526080
Cuba,2021-08-01,16366844
Cuba,2021-09-01,23157467
Cuba,2021-10-01,22103200
Cyprus,2020-01-01,0
Cyprus,2020-02-01,0
Cyprus,2020-03-01,1826
Cyprus,2020-04-01,19243
Cyprus,2020-05-01,28113
Cyprus,2020-06-01,29312
Cyprus,2020-07-01,31890
Cyprus,2020-08-01,41002
Cyprus,2020-09-01,47076
Cyprus,2020-10-01,79706
Cyprus,2020-11-01,216721
Cyprus,2020-12-01,492240
Cyprus,2021-01-01,878272
Cyprus,2021-02-01,923859
Cyprus,2021-03-01,1260010
Cyprus,2021-04-01,1665592
Cyprus,2021-05-01,2210458
Cyprus,2021-06-01,2237398
Cyprus,2021-07-01,2786245
Cyprus,2021-08-01,3417317
Cyprus,2021-09-01,3545967
Cyprus,2021-10-01,2918391
Czechia,2020-01-01,0
Czechia,2020-02-01,0
Czechia,2020-03-01,25984
Czechia,2020-04-01,184001
Czechia,2020-05-01,262979
Czechia,2020-06-01,307889
Czechia,2020-07-01,430742
Czechia,2020-08-01,628547
Czechia,2020-09-01,1304611
Czechia,2020-10-01,5443207
Czechia,2020-11-01,13617115
Czechia,2020-12-01,18743896
Czechia,2021-01-01,26959120
Czechia,2021-02-01,30777715
Czechia,2021-03-01,43611257
Czechia,2021-04-01,47718289
Czechia,2021-05-01,51169649
Czechia,2021-06-01,49954479
Czechia,2021-07-01,51784975
Czechia,2021-08-01,51968562
Czechia,2021-09-01,50545691
Czechia,2021-10-01,40929991
Denmark,2020-01-01,0
Denmark,2020-02-01,5
Denmark,2020-03-01,32722
Denmark,2020-04-01,203547
Denmark,2020-05-01,338822
Denmark,2020-06-01,373368
Denmark,2020-07-01,414692
Denmark,2020-08-01,490789
Denmark,2020-09-01,658184
Denmark,2020-10-01,1116242
Denmark,2020-11-01,1916850
Denmark,2020-12-01,3767540
Denmark,2021-01-01,5785270
Denmark,2021-02-01,5754590
Denmark,2021-03-01,6880888
Denmark,2021-04-01,7249735
Denmark,2021-05-01,8280233
Denmark,2021-06-01,8713510
Denmark,2021-07-01,9466478
Denmark,2021-08-01,10322244
Denmark,2021-09-01,10640921
Denmark,2021-10-01,8835555
Diamond Princess,2020-01-01,0
Diamond Princess,2020-02-01,10076
Diamond Princess,2020-03-01,21968
Diamond Princess,2020-04-01,21360
Diamond Princess,2020-05-01,22072
Diamond Princess,2020-06-01,21360
Diamond Princess,2020-07-01,22072
Diamond Princess,2020-08-01,22072
Diamond Princess,2020-09-01,21360
Diamond Princess,2020-10-01,22072
Diamond Princess,2020-11-01,21360
Diamond Princess,2020-12-01,22072
Diamond Princess,2021-01-01,22072
Diamond Princess,2021-02-01,19936
Diamond Princess,2021-03-01,22072
Diamond Princess,2021-04-01,21360
Diamond Princess,2021-05-01,22072
Diamond Princess,2021-06-01,21360
Diamond Princess,2021-07-01,22072
Diamond Princess,2021-08-01,22072
Diamond Princess,2021-09-01,21360
Diamond Princess,2021-10-01,17088
Djibouti,2020-01-01,0
Djibouti,2020-02-01,0
Djibouti,2020-03-01,125
Djibouti,2020-04-01,16283
Djibouti,2020-05-01,54254
Djibouti,2020-06-01,132173
Djibouti,2020-07-01,153695
Djibouti,2020-08-01,165639
Djibouti,2020-09-01,161960
Djibouti,2020-10-01,169641
Djibouti,2020-11-01,169185
Djibouti,2020-12-01,178378
Djibouti,2021-01-01,182684
Djibouti,2021-02-01,167737
Djibouti,2021-03-01,203948
Djibouti,2021-04-01,300878
Djibouti,2021-05-01,353511
Djibouti,2021-06-01,347336
Djibouti,2021-07-01,360339
Djibouti,2021-08-01,362283
Djibouti,2021-09-01,361063
Djibouti,2021-10-01,317974
Dominica,2020-01-01,0
Dominica,2020-02-01,0
Dominica,2020-03-01,79
Dominica,2020-04-01,460
Dominica,2020-05-01,496
Dominica,2020-06-01,538
Dominica,2020-07-01,558
Dominica,2020-08-01,576
Dominica,2020-09-01,718
Dominica,2020-10-01,1061
Dominica,2020-11-01,2033
Dominica,2020-12-01,2696
Dominica,2021-01-01,3325
Dominica,2021-02-01,3612
Dominica,2021-03-01,4761
Dominica,2021-04-01,5029
Dominica,2021-05-01,5575
Dominica,2021-06-01,5699
Dominica,2021-07-01,6267
Dominica,2021-08-01,25752
Dominica,2021-09-01,77990
Dominica,2021-10-01,97705
Dominican Republic,2020-01-01,0
Dominican Republic,2020-02-01,0
Dominican Republic,2020-03-01,6140
Dominican Republic,2020-04-01,115932
Dominican Republic,2020-05-01,376401
Dominican Republic,2020-06-01,721962
Dominican Republic,2020-07-01,1543434
Dominican Republic,2020-08-01,2630788
Dominican Republic,2020-09-01,3143556
Dominican Republic,2020-10-01,3727191
Dominican Republic,2020-11-01,4036491
Dominican Republic,2020-12-01,4864830
Dominican Republic,2021-01-01,5941766
Dominican Republic,2021-02-01,6413645
Dominican Republic,2021-03-01,7652946
Dominican Republic,2021-04-01,7794798
Dominican Republic,2021-05-01,8615151
Dominican Republic,2021-06-01,9329866
Dominican Republic,2021-07-01,10403589
Dominican Republic,2021-08-01,10736806
Dominican Republic,2021-09-01,10631489
Dominican Republic,2021-10-01,8820071
Ecuador,2020-01-01,0
Ecuador,2020-02-01,0
Ecuador,2020-03-01,16469
Ecuador,2020-04-01,321161
Ecuador,2020-05-01,1029314
Ecuador,2020-06-01,1429745
Ecuador,2020-07-01,2217004
Ecuador,2020-08-01,3121790
Ecuador,2020-09-01,3678159
Ecuador,2020-10-01,4714534
Ecuador,2020-11-01,5411330
Ecuador,2020-12-01,6306084
Ecuador,2021-01-01,7125483
Ecuador,2021-02-01,7472445
Ecuador,2021-03-01,9480656
Ecuador,2021-04-01,10654344
Ecuador,2021-05-01,12663896
Ecuador,2021-06-01,13253199
Ecuador,2021-07-01,14671149
Ecuador,2021-08-01,15331180
Ecuador,2021-09-01,15172032
Ecuador,2021-10-01,12296473
Egypt,2020-01-01,0
Egypt,2020-02-01,16
Egypt,2020-03-01,7140
Egypt,2020-04-01,83386
Egypt,2020-05-01,403993
Egypt,2020-06-01,1406847
Egypt,2020-07-01,2615575
Egypt,2020-08-01,2991066
Egypt,2020-09-01,3038840
Egypt,2020-10-01,3263459
Egypt,2020-11-01,3339298
Egypt,2020-12-01,3859859
Egypt,2021-01-01,4792291
Egypt,2021-02-01,4878915
Egypt,2021-03-01,5961213
Egypt,2021-04-01,6435218
Egypt,2021-05-01,7615367
Egypt,2021-06-01,8218377
Egypt,2021-07-01,8782672
Egypt,2021-08-01,8859474
Egypt,2021-09-01,8865112
Egypt,2021-10-01,7552563
El Salvador,2020-01-01,0
El Salvador,2020-02-01,0
El Salvador,2020-03-01,156
El Salvador,2020-04-01,5333
El Salvador,2020-05-01,41262
El Salvador,2020-06-01,122784
El Salvador,2020-07-01,347650
El Salvador,2020-08-01,692113
El Salvador,2020-09-01,819156
El Salvador,2020-10-01,969372
El Salvador,2020-11-01,1095940
El Salvador,2020-12-01,1318177
El Salvador,2021-01-01,1573181
El Salvador,2021-02-01,1619262
El Salvador,2021-03-01,1939285
El Salvador,2021-04-01,2010965
El Salvador,2021-05-01,2211747
El Salvador,2021-06-01,2284385
El Salvador,2021-07-01,2563448
El Salvador,2021-08-01,2816644
El Salvador,2021-09-01,2990491
El Salvador,2021-10-01,2600790
Equatorial Guinea,2020-01-01,0
Equatorial Guinea,2020-02-01,0
Equatorial Guinea,2020-03-01,130
Equatorial Guinea,2020-04-01,2867
Equatorial Guinea,2020-05-01,21842
Equatorial Guinea,2020-06-01,46572
Equatorial Guinea,2020-07-01,95881
Equatorial Guinea,2020-08-01,150812
Equatorial Guinea,2020-09-01,149975
Equatorial Guinea,2020-10-01,157079
Equatorial Guinea,2020-11-01,153445
Equatorial Guinea,2020-12-01,161321
Equatorial Guinea,2021-01-01,166183
Equatorial Guinea,2021-02-01,159963
Equatorial Guinea,2021-03-01,203858
Equatorial Guinea,2021-04-01,219014
Equatorial Guinea,2021-05-01,247897
Equatorial Guinea,2021-06-01,259971
Equatorial Guinea,2021-07-01,273465
Equatorial Guinea,2021-08-01,280165
Equatorial Guinea,2021-09-01,325218
Equatorial Guinea,2021-10-01,306745
Eritrea,2020-01-01,0
Eritrea,2020-02-01,0
Eritrea,2020-03-01,65
Eritrea,2020-04-01,1027
Eritrea,2020-05-01,1209
Eritrea,2020-06-01,3083
Eritrea,2020-07-01,7490
Eritrea,2020-08-01,9178
Eritrea,2020-09-01,10664
Eritrea,2020-10-01,13346
Eritrea,2020-11-01,15545
Eritrea,2020-12-01,24769
Eritrea,2021-01-01,54320
Eritrea,2021-02-01,70980
Eritrea,2021-03-01,95058
Eritrea,2021-04-01,104836
Eritrea,2021-05-01,119530
Eritrea,2021-06-01,152367
Eritrea,2021-07-01,196912
Eritrea,2021-08-01,204740
Eritrea,2021-09-01,200062
Eritrea,2021-10-01,162143
Estonia,2020-01-01,0
Estonia,2020-02-01,3
Estonia,2020-03-01,7350
Estonia,2020-04-01,41075
Estonia,2020-05-01,55005
Estonia,2020-06-01,58725
Estonia,2020-07-01,62542
Estonia,2020-08-01,68481
Estonia,2020-09-01,83987
Estonia,2020-10-01,125799
Estonia,2020-11-01,241995
Estonia,2020-12-01,612913
Estonia,2021-01-01,1127645
Estonia,2021-02-01,1495578
Estonia,2021-03-01,2713051
Estonia,2021-04-01,3472209
Estonia,2021-05-01,3927342
Estonia,2021-06-01,3916223
Estonia,2021-07-01,4089066
Estonia,2021-08-01,4260117
Estonia,2021-09-01,4455142
Estonia,2021-10-01,4029989
Eswatini,2020-01-01,0
Eswatini,2020-02-01,0
Eswatini,2020-03-01,75
Eswatini,2020-04-01,843
Eswatini,2020-05-01,6137
Eswatini,2020-06-01,15782
Eswatini,2020-07-01,50503
Eswatini,2020-08-01,115702
Eswatini,2020-09-01,153585
Eswatini,2020-10-01,177725
Eswatini,2020-11-01,183907
Eswatini,2020-12-01,227464
Eswatini,2021-01-01,394910
Eswatini,2021-02-01,462296
Eswatini,2021-03-01,534337
Eswatini,2021-04-01,541073
Eswatini,2021-05-01,574123
Eswatini,2021-06-01,563997
Eswatini,2021-07-01,660062
Eswatini,2021-08-01,1121413
Eswatini,2021-09-01,1351429
Eswatini,2021-10-01,1110499
Ethiopia,2020-01-01,0
Ethiopia,2020-02-01,0
Ethiopia,2020-03-01,203
Ethiopia,2020-04-01,2558
Ethiopia,2020-05-01,12773
Ethiopia,2020-06-01,106607
Ethiopia,2020-07-01,300942
Ethiopia,2020-08-01,998557
Ethiopia,2020-09-01,1964723
Ethiopia,2020-10-01,2703736
Ethiopia,2020-11-01,3089373
Ethiopia,2020-12-01,3653211
Ethiopia,2021-01-01,4052409
Ethiopia,2021-02-01,4140296
Ethiopia,2021-03-01,5589105
Ethiopia,2021-04-01,7079762
Ethiopia,2021-05-01,8236693
Ethiopia,2021-06-01,8230757
Ethiopia,2021-07-01,8608593
Ethiopia,2021-08-01,9043198
Ethiopia,2021-09-01,9843982
Ethiopia,2021-10-01,8537409
Fiji,2020-01-01,0
Fiji,2020-02-01,0
Fiji,2020-03-01,47
Fiji,2020-04-01,464
Fiji,2020-05-01,558
Fiji,2020-06-01,540
Fiji,2020-07-01,765
Fiji,2020-08-01,856
Fiji,2020-09-01,944
Fiji,2020-10-01,1006
Fiji,2020-11-01,1065
Fiji,2020-12-01,1405
Fiji,2021-01-01,1659
Fiji,2021-02-01,1577
Fiji,2021-03-01,2031
Fiji,2021-04-01,2357
Fiji,2021-05-01,6285
Fiji,2021-06-01,52915
Fiji,2021-07-01,489468
Fiji,2021-08-01,1248799
Fiji,2021-09-01,1480193
Fiji,2021-10-01,1238029
Finland,2020-01-01,3
Finland,2020-02-01,34
Finland,2020-03-01,13382
Finland,2020-04-01,99473
Finland,2020-05-01,190615
Finland,2020-06-01,212396
Finland,2020-07-01,226937
Finland,2020-08-01,240361
Finland,2020-09-01,265431
Finland,2020-10-01,403740
Finland,2020-11-01,596628
Finland,2020-12-01,973027
Finland,2021-01-01,1250210
Finland,2021-02-01,1425623
Finland,2021-03-01,2109166
Finland,2021-04-01,2491149
Finland,2021-05-01,2790182
Finland,2021-06-01,2820719
Finland,2021-07-01,3102180
Finland,2021-08-01,3646967
Finland,2021-09-01,4043566
Finland,2021-10-01,3550834
France,2020-01-01,30
France,2020-02-01,466
France,2020-03-01,407934
France,2020-04-01,3456305
France,2020-05-01,5602183
France,2020-06-01,5922501
France,2020-07-01,6640198
France,2020-08-01,8150192
France,2020-09-01,13600208
France,2020-10-01,28773645
France,2020-11-01,59733154
France,2020-12-01,76679130
France,2021-01-01,91573706
France,2021-02-01,98925723
France,2021-03-01,130616510
France,2021-04-01,157157177
France,2021-05-01,179248190
France,2021-06-01,174046760
France,2021-07-01,184440203
France,2021-08-01,203051314
France,2021-09-01,210198716
France,2021-10-01,172011614
Gabon,2020-01-01,0
Gabon,2020-02-01,0
Gabon,2020-03-01,86
Gabon,2020-04-01,3106
Gabon,2020-05-01,40885
Gabon,2020-06-01,120239
Gabon,2020-07-01,195607
Gabon,2020-08-01,252682
Gabon,2020-09-01,259821
Gabon,2020-10-01,275060
Gabon,2020-11-01,272546
Gabon,2020-12-01,290679
Gabon,2021-01-01,310352
Gabon,2021-02-01,356809
Gabon,2021-03-01,529781
Gabon,2021-04-01,641075
Gabon,2021-05-01,737667
Gabon,2021-06-01,743205
Gabon,2021-07-01,782273
Gabon,2021-08-01,793716
Gabon,2021-09-01,826126
Gabon,2021-10-01,784300
Gambia,2020-01-01,0
Gambia,2020-02-01,0
Gambia,2020-03-01,35
Gambia,2020-04-01,233
Gambia,2020-05-01,680
Gambia,2020-06-01,1016
Gambia,2020-07-01,4434
Gambia,2020-08-01,56688
Gambia,2020-09-01,101729
Gambia,2020-10-01,112779
Gambia,2020-11-01,111147
Gambia,2020-12-01,117237
Gambia,2021-01-01,121312
Gambia,2021-02-01,123614
Gambia,2021-03-01,156651
Gambia,2021-04-01,170688
Gambia,2021-05-01,184422
Gambia,2021-06-01,180781
Gambia,2021-07-01,208857
Gambia,2021-08-01,279627
Gambia,2021-09-01,295434
Gambia,2021-10-01,238632
Georgia,2020-01-01,0
Georgia,2020-02-01,4
Georgia,2020-03-01,1256
Georgia,2020-04-01,9767
Georgia,2020-05-01,20931
Georgia,2020-06-01,25966
Georgia,2020-07-01,31917
Georgia,2020-08-01,41023
Georgia,2020-09-01,91939
Georgia,2020-10-01,573395
Georgia,2020-11-01,2505524
Georgia,2020-12-01,5970896
Georgia,2021-01-01,7590826
Georgia,2021-02-01,7429803
Georgia,2021-03-01,8552929
Georgia,2021-04-01,8819854
Georgia,2021-05-01,10205280
Georgia,2021-06-01,10669621
Georgia,2021-07-01,12010406
Georgia,2021-08-01,15060119
Georgia,2021-09-01,17588555
Georgia,2021-10-01,15533374
Germany,2020-01-01,18
Germany,2020-02-01,561
Germany,2020-03-01,588179
Germany,2020-04-01,3942925
Germany,2020-05-01,5427815
Germany,2020-06-01,5670762
Germany,2020-07-01,6265079
Germany,2020-08-01,7024733
Germany,2020-09-01,8023521
Germany,2020-10-01,11653042
Germany,2020-11-01,24564361
Germany,2020-12-01,44141683
Germany,2021-01-01,62555458
Germany,2021-02-01,65660655
Germany,2021-03-01,81277883
Germany,2021-04-01,93513080
Germany,2021-05-01,111203900
Germany,2021-06-01,111665218
Germany,2021-07-01,116311815
Germany,2021-08-01,119307341
Germany,2021-09-01,123445392
Germany,2021-10-01,104388268
Ghana,2020-01-01,0
Ghana,2020-02-01,0
Ghana,2020-03-01,1146
Ghana,2020-04-01,24029
Ghana,2020-05-01,164583
Ghana,2020-06-01,370733
Ghana,2020-07-01,826344
Ghana,2020-08-01,1296178
Ghana,2020-09-01,1368073
Ghana,2020-10-01,1465886
Ghana,2020-11-01,1501148
Ghana,2020-12-01,1651837
Ghana,2021-01-01,1813441
Ghana,2021-02-01,2124578
Ghana,2021-03-01,2726591
Ghana,2021-04-01,2746420
Ghana,2021-05-01,2891473
Ghana,2021-06-01,2842549
Ghana,2021-07-01,3063648
Ghana,2021-08-01,3455373
Ghana,2021-09-01,3720117
Ghana,2021-10-01,3087393
Greece,2020-01-01,0
Greece,2020-02-01,12
Greece,2020-03-01,12783
Greece,2020-04-01,63645
Greece,2020-05-01,86380
Greece,2020-06-01,95085
Greece,2020-07-01,121131
Greece,2020-08-01,222112
Greece,2020-09-01,424201
Greece,2020-10-01,802968
Greece,2020-11-01,2243451
Greece,2020-12-01,3904326
Greece,2021-01-01,4585941
Greece,2021-02-01,4844582
Greece,2021-03-01,7014206
Greece,2021-04-01,9230831
Greece,2021-05-01,11653186
Greece,2021-06-01,12457292
Greece,2021-07-01,14077053
Greece,2021-08-01,16768403
Greece,2021-09-01,18708564
Greece,2021-10-01,16436311
Grenada,2020-01-01,0
Grenada,2020-02-01,0
Grenada,2020-03-01,52
Grenada,2020-04-01,429
Grenada,2020-05-01,674
Grenada,2020-06-01,690
Grenada,2020-07-01,715
Grenada,2020-08-01,744
Grenada,2020-09-01,720
Grenada,2020-10-01,802
Grenada,2020-11-01,1051
Grenada,2020-12-01,2429
Grenada,2021-01-01,4240
Grenada,2021-02-01,4144
Grenada,2021-03-01,4696
Grenada,2021-04-01,4694
Grenada,2021-05-01,4980
Grenada,2021-06-01,4830
Grenada,2021-07-01,5024
Grenada,2021-08-01,6796
Grenada,2021-09-01,91507
Grenada,2021-10-01,135128
Guatemala,2020-01-01,0
Guatemala,2020-02-01,0
Guatemala,2020-03-01,333
Guatemala,2020-04-01,7312
Guatemala,2020-05-01,67102
Guatemala,2020-06-01,329549
Guatemala,2020-07-01,1062083
Guatemala,2020-08-01,1938713
Guatemala,2020-09-01,2495864
Guatemala,2020-10-01,3106103
Guatemala,2020-11-01,3454791
Guatemala,2020-12-01,4047232
Guatemala,2021-01-01,4594145
Guatemala,2021-02-01,4687392
Guatemala,2021-03-01,5723666
Guatemala,2021-04-01,6287226
Guatemala,2021-05-01,7481843
Guatemala,2021-06-01,8247675
Guatemala,2021-07-01,10238191
Guatemala,2021-08-01,12965133
Guatemala,2021-09-01,15579945
Guatemala,2021-10-01,13948848
Guinea,2020-01-01,0
Guinea,2020-02-01,0
Guinea,2020-03-01,104
Guinea,2020-04-01,15955
Guinea,2020-05-01,80843
Guinea,2020-06-01,139077
Guinea,2020-07-01,196485
Guinea,2020-08-01,261346
Guinea,2020-09-01,303547
Guinea,2020-10-01,350904
Guinea,2020-11-01,379110
Guinea,2020-12-01,417156
Guinea,2021-01-01,437663
Guinea,2021-02-01,422601
Guinea,2021-03-01,558415
Guinea,2021-04-01,637554
Guinea,2021-05-01,706438
Guinea,2021-06-01,703407
Guinea,2021-07-01,759869
Guinea,2021-08-01,864320
Guinea,2021-09-01,902759
Guinea,2021-10-01,732738
Guinea-Bissau,2020-01-01,0
Guinea-Bissau,2020-02-01,0
Guinea-Bissau,2020-03-01,26
Guinea-Bissau,2020-04-01,1515
Guinea-Bissau,2020-05-01,26923
Guinea-Bissau,2020-06-01,44361
Guinea-Bissau,2020-07-01,58039
Guinea-Bissau,2020-08-01,65237
Guinea-Bissau,2020-09-01,68413
Guinea-Bissau,2020-10-01,74077
Guinea-Bissau,2020-11-01,72580
Guinea-Bissau,2020-12-01,75812
Guinea-Bissau,2021-01-01,77361
Guinea-Bissau,2021-02-01,82413
Guinea-Bissau,2021-03-01,107408
Guinea-Bissau,2021-04-01,110920
Guinea-Bissau,2021-05-01,116142
Guinea-Bissau,2021-06-01,114422
Guinea-Bissau,2021-07-01,126022
Guinea-Bissau,2021-08-01,160403
Guinea-Bissau,2021-09-01,180530
Guinea-Bissau,2021-10-01,146922
Guyana,2020-01-01,0
Guyana,2020-02-01,0
Guyana,2020-03-01,141
Guyana,2020-04-01,1562
Guyana,2020-05-01,3617
Guyana,2020-06-01,5398
Guyana,2020-07-01,9979
Guyana,2020-08-01,24093
Guyana,2020-09-01,61590
Guyana,2020-10-01,112427
Guyana,2020-11-01,144708
Guyana,2020-12-01,185193
Guyana,2021-01-01,213438
Guyana,2021-02-01,229334
Guyana,2021-03-01,289705
Guyana,2021-04-01,349462
Guyana,2021-05-01,471496
Guyana,2021-06-01,558603
Guyana,2021-07-01,661852
Guyana,2021-08-01,736696
Guyana,2021-09-01,861666
Guyana,2021-10-01,810884
Haiti,2020-01-01,0
Haiti,2020-02-01,0
Haiti,2020-03-01,84
Haiti,2020-04-01,1261
Haiti,2020-05-01,15126
Haiti,2020-06-01,123311
Haiti,2020-07-01,209881
Haiti,2020-08-01,242437
Haiti,2020-09-01,254840
Haiti,2020-10-01,276326
Haiti,2020-11-01,275045
Haiti,2020-12-01,297680
Haiti,2021-01-01,330582
Haiti,2021-02-01,337607
Haiti,2021-03-01,391885
Haiti,2021-04-01,386496
Haiti,2021-05-01,418842
Haiti,2021-06-01,496892
Haiti,2021-07-01,601557
Haiti,2021-08-01,637060
Haiti,2021-09-01,638382
Haiti,2021-10-01,544751
Holy See,2020-01-01,0
Holy See,2020-02-01,0
Holy See,2020-03-01,58
Holy See,2020-04-01,247
Holy See,2020-05-01,367
Holy See,2020-06-01,360
Holy See,2020-07-01,372
Holy See,2020-08-01,372
Holy See,2020-09-01,360
Holy See,2020-10-01,646
Holy See,2020-11-01,810
Holy See,2020-12-01,837
Holy See,2021-01-01,837
Holy See,2021-02-01,756
Holy See,2021-03-01,837
Holy See,2021-04-01,810
Holy See,2021-05-01,837
Holy See,2021-06-01,810
Holy See,2021-07-01,837
Holy See,2021-08-01,837
Holy See,2021-09-01,810
Holy See,2021-10-01,648
Honduras,2020-01-01,0
Honduras,2020-02-01,0
Honduras,2020-03-01,821
Honduras,2020-04-01,13307
Honduras,2020-05-01,86306
Honduras,2020-06-01,317671
Honduras,2020-07-01,975322
Honduras,2020-08-01,1584516
Honduras,2020-09-01,2074882
Honduras,2020-10-01,2704316
Honduras,2020-11-01,3085315
Honduras,2020-12-01,3569628
Honduras,2021-01-01,4149890
Honduras,2021-02-01,4488251
Honduras,2021-03-01,5569807
Honduras,2021-04-01,5982916
Honduras,2021-05-01,7010833
Honduras,2021-06-01,7496305
Honduras,2021-07-01,8666593
Honduras,2021-08-01,9889456
Honduras,2021-09-01,10639320
Honduras,2021-10-01,8898740
Hungary,2020-01-01,0
Hungary,2020-02-01,0
Hungary,2020-03-01,3512
Hungary,2020-04-01,48858
Hungary,2020-05-01,106717
Hungary,2020-06-01,121673
Hungary,2020-07-01,133397
Hungary,2020-08-01,154696
Hungary,2020-09-01,450339
Hungary,2020-10-01,1426535
Hungary,2020-11-01,4340462
Hungary,2020-12-01,8774928
Hungary,2021-01-01,10794651
Hungary,2021-02-01,10954073
Hungary,2021-03-01,16553070
Hungary,2021-04-01,21975323
Hungary,2021-05-01,24673915
Hungary,2021-06-01,24207963
Hungary,2021-07-01,25071230
Hungary,2021-08-01,25128946
Hungary,2021-09-01,24503571
Hungary,2021-10-01,19961471
Iceland,2020-01-01,0
Iceland,2020-02-01,2
Iceland,2020-03-01,11298
Iceland,2020-04-01,50142
Iceland,2020-05-01,55864
Iceland,2020-06-01,54362
Iceland,2020-07-01,57048
Iceland,2020-08-01,62238
Iceland,2020-09-01,69104
Iceland,2020-10-01,119128
Iceland,2020-11-01,155412
Iceland,2020-12-01,173260
Iceland,2021-01-01,183571
Iceland,2021-02-01,168952
Iceland,2021-03-01,189143
Iceland,2021-04-01,189420
Iceland,2021-05-01,202534
Iceland,2021-06-01,198540
Iceland,2021-07-01,214629
Iceland,2021-08-01,295617
Iceland,2021-09-01,340516
Iceland,2021-10-01,296276
India,2020-01-01,2
India,2020-02-01,84
India,2020-03-01,10252
India,2020-04-01,447607
India,2020-05-01,3088494
India,2020-06-01,10951713
